"","id","nom_estab","raz_social","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta"
"457",6325019,"HOTEL MONTECARLO","OPERADORA DE HOTELES MONTECARLO SA DE CV",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","REPUBLICA DE URUGUAY","CALLE","ISABEL LA CATOLICA","CALLE","5 DE FEBRERO","CALLE","REPÚBLICA DEL SALVADOR",69,"","","",NA,"","COLONIA","CENTRO (ÁREA 6)","","","",6060,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","818",11,"","ADMON.MONTECARLODF.@HOTMAIL.COM","","Fijo",19.43035035,-99.13609657,"2010-07"
"458",6305069,"HOTEL MONTEMAR","JUMOSA SA",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","VALENTÍN GÓMEZ FARÍAS","CALLE","SERAPIO RENDÓN","CALLE","SADI CARNOT","CALLE","TOMÁS ALVA EDISON",53,"","","",0,"","COLONIA","SAN RAFAEL","","","",NA,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","697",1,"","","","Fijo",19.43761003,-99.15862087,"2010-07"
"459",6324880,"HOTEL MONTEVIDEO","HOTELERA MONTEVIDEO SA DE CV",721111,"Hoteles con otros servicios integrados","11 a 30 personas","EJE VIAL","5 NORTE (MONTEVIDEO)","CALLE","NORTE 35","PRIVADA","NORTE 27-A","CALLE","LINDAVISTA",33,"","","",NA,"","COLONIA","TEPEYAC INSURGENTES","","","",7020,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","1260",9,"","HMONTEVIDEO@LIVE.COM.MX","WWWHOTELMONTEVIDEO.MX","Fijo",19.48591233,-99.12055633,"2010-07"
"460",6313116,"HOTEL MONTREAL SA DE CV","HOTEL MONTREAL SA DE CV",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALZADA","CALZADA DE TLALPAN","CALZADA","CALZADA DE TLALPAN","CALLE","PUERTO RICO","CALLE","VIRGINIA",2073,"","","",NA,"","COLONIA","PARQUE SAN ANDRÉS","","","",4040,9,"CIUDAD DE MÉXICO",3,"Coyoacán",1,"Coyoacán","164",4,"","HMONTREAL2@HOTMAIL.COM","","Fijo",19.34406602,-99.14452215,"2010-07"
"461",6324683,"HOTEL MORELOS","ALBITE SA SA DE CV",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","GENERAL FRANCISCO ARCE","CALLE","PABLO GARCIA","CALZADA","GENERAL IGNACIO ZARAGOZA","CALLE","GENERAL FRANCISCO LEYVA",14,"","","",NA,"","COLONIA","JUAN ESCUTIA","","","",9100,9,"CIUDAD DE MÉXICO",7,"Iztapalapa",1,"Iztapalapa","178",12,"57453508","","","Fijo",19.38719869,-99.03802409,"2010-07"
"462",6313919,"HOTEL MOTEL HUATULCO ZARAGOZA","ADMINISTRADORA HUATULCO SA DE CV",721113,"Moteles","11 a 30 personas","CALZADA","IGNACIO ZARAGOZA","CALZADA","GENERAL IGNACIO ZARAGOZA","CALLE","JUAN PABLO AYALA","AUTOPISTA","PRIMERA CENTRAL",1311,"","","",NA,"","COLONIA","TEPALCATES","","","",9210,9,"CIUDAD DE MÉXICO",7,"Iztapalapa",1,"Iztapalapa","21",6,"","OFICINASH41@GMAIL.COM","","Fijo",19.39629993,-99.05622755,"2010-07"
"463",6317888,"HOTEL MOTEL PIRAMIDES","HOTELERA NACIONAL",721113,"Moteles","31 a 50 personas","EJE VIAL","CENTRAL (LAZARO CARDENAS)","CALLE","ELEUTERIO MENDEZ","CALLE","SANTA CRUZ","CALLE","RAFAEL MARTINEZ RIP RIP",1176,"","","",NA,"","COLONIA","SAN SIMON TICUMAN","","","",3660,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","632",29,"5555329596","HOTELNARVARTE@GMAIL.COM","WWW.HOTELMOTELPIRAMIDES.COM.MX","Fijo",19.3735198,-99.14913923,"2010-07"
"464",6317409,"HOTEL MUSEO","HOTEL MUSEO SA DE CV",721111,"Hoteles con otros servicios integrados","0 a 5 personas","CALLE","Héroes Ferrocarrileros","CALLE","Doctor Enrique González Martínez","AVENIDA","Insurgentes Norte","CALLE","Manuel Orozco y Berra",46,"SN","","",0,"","COLONIA","SANTA MARIA LA RIBERA","","","",6400,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","606",10,"","HOTELMUSEO@HOTMAIL.COM.MX","","Fijo",19.44176235,-99.15634024,"2010-07"
"465",6259221,"HOTEL MUY","OPERADORA ORGAL SA DE CV",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","MAESTRO ANTONIO CASO","CALLE","MANUEL MARIA CONTRERAS","CALLE","GABINO BARREDA","CALLE","JAMES SULLIVAN",144,"","","",NA,"","COLONIA","SAN RAFAEL","","","",6500,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","678",20,"","","","Fijo",19.43520684,-99.16468084,"2010-07"
"466",9026590,"HOTEL MX REFORMA","OPERADORA DE RESTAURANTES Y BANQUETES BUENAVISTA SAPI DE CV",721111,"Hoteles con otros servicios integrados","11 a 30 personas","AVENIDA","PASEO DE LA REFORMA","CALLE","ESTOCOLMO","CALLE","AMBERES","CALLE","HAMBURGO",0,"SN","","",NA,"","COLONIA","JUAREZ","","","",6600,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","945",12,"","M.TLELO@MXHOTELES.COM","","Fijo",19.42710648,-99.1663693,"2019-11"
"467",6325291,"HOTEL MX ROMA","OPERADORA BONAMPAK SA DE CV",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","MERIDA","CALLE","COLIMA","CALLE","DURANGO","CALLE","CÓRDOBA",81,"","","",NA,"","COLONIA","ROMA NORTE","","","",6700,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1017",7,"","","","Fijo",19.42078327,-99.15789113,"2010-07"
"468",6259009,"HOTEL NAVAL","HOTELERA NAVAL SA DE CV",721111,"Hoteles con otros servicios integrados","0 a 5 personas","EJE VIAL","2 ORIENTE (HEROICA ESCUELA NAVAL MILITAR)","PRIVADA","LUIS DE LA ROSA","PRIVADA","LEÓN GARCÍA","CALLE","RAMÓN RIVERA FERNÁNDEZ",625,"","","",NA,"","COLONIA","PRESIDENTES EJIDALES SEGUNDA SECCIÓN","","","",4470,9,"CIUDAD DE MÉXICO",3,"Coyoacán",1,"Coyoacán","1707",9,"","","WWW.HOTELNAVAL.COM.MX","Fijo",19.32529251,-99.12484634,"2011-03"
"469",6325398,"HOTEL NAVIO","MIANGO SA DE CV",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","ADOLFO GURRION","EJE VIAL","1 ORIENTE (ANILLO DE CIRCUNVALACION)","CALLE","CABAÑA","CALLE","JUAN CUAMATZIN",37,"","","",NA,"","COLONIA","ZONA CENTRO","","","",15100,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","687",7,"","","","Fijo",19.42423099,-99.12537518,"2010-07"
"470",6305055,"HOTEL NAYARIT","HOTEL NAYARIT SA DE CV",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","PLATINO","CALLE","MAPIMI","CALLE","ATOTONILCO","CALLE","HIERRO",25,"","","",0,"","COLONIA","MAZA","","","",6270,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","127",13,"","ALEJANDRALIRACAMACHO@GMAIL.COM","","Fijo",19.4571519,-99.12685005,"2010-07"
"471",6307242,"HOTEL NECAXA","HOTEL NECAXA SA DE CV",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","CARRETONES","CALLE","CABAÑA","EJE VIAL","1 ORIENTE (ANILLO DE CIRCUNVALACIÓN)","CALLE","ADOLFO GURRIÓN",39,"","","",0,"","COLONIA","MERCED","","","",15810,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","687",4,"","SHAIPARK25@GMAIL.COM","","Fijo",19.42527159,-99.12522179,"2010-07"
"472",6325046,"HOTEL NEVADA","",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","SOLEDAD","CALLE","JESUS MARIA","CALLE","SANTISIMA","CALLE","EMILIANO ZAPATA",38,"","","",NA,"","COLONIA","CENTR0","","","",6060,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","786",6,"","","","Fijo",19.43235518,-99.12743196,"2010-07"
"473",6305076,"HOTEL NEW YORK","HOTELERA ALPUSA SA DE CV",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","TOMÁS ALVA EDISON","CALLE","ALCÁZAR","CALLE","JOSÉ DE EMPARAM","CALLE","IGNACIO MARISCAL",45,"","","",0,"SN","COLONIA","TABACALERA","","","",6030,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","714",1,"","HOTEL-NEWYORK@HOTMAIL.COM","","Fijo",19.43681818,-99.15162546,"2010-07"
"474",6259209,"HOTEL NIÑO PERDIDO","",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","ALVAREZ DE ICAZA","EJE VIAL","CENTRAL (LÁZARO CÁRDENAS)","DIAGONAL","20 DE NOVIEMBRE","CALLE","LORENZO BOTURINI",5,"","","",NA,"","COLONIA","OBRERA","","","",6800,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1040",18,"","","","Fijo",19.41925111,-99.14307314,"2010-07"
"475",6259228,"HOTEL NIZA","ITSEL AZIN SA DE CV",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","MIXCALCO","CALLE","2A DE MANUEL DOBLADO","CALLE","2A DE LEONA VICARIO","CALLE","2A CALLE DE SAN ANTONIO TOMATLAN",14,"","","",0,"","COLONIA","CENTRO","","","",6020,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","663",4,"","","","Fijo",19.434991,-99.12634574,"2010-07"
"476",6325244,"HOTEL NIZA","HOTEL QUINTA AVENIDA DE LA CDMX SA DE CV",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","ISABEL LA CATOLICA","CALLE","MESONES","CALLE","REGINA","CALLEJON","PRIMER DE MESONES",88,"","EDIFICIO SIN NOMBRE","PLANTA BAJA",NA,"","COLONIA","CENTR0","","","",6090,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","894",5,"","","","Fijo",19.42840087,-99.13697811,"2010-07"
"477",6325228,"HOTEL NOGALES","",721112,"Hoteles sin otros servicios integrados","0 a 5 personas","CALLE","CAMELIA","CALLE","SOTO","CALLE","LERDO","CALLE","DEGOLLADO",112,"","","",NA,"","COLONIA","GUERRERO","","","",6300,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","574",7,"","","","Fijo",19.44636345,-99.14323578,"2010-07"
"478",6305064,"HOTEL NORMANDIE","HOTEL NORMANDIE SA DE CV SA",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","VIRGINIA FÁBREGAS","CALLE","GARCÍA ICAZBALCETA","AVENIDA","RIBERA DE SAN COSME","CALLE","VELÁZQUEZ DE LEÓN",14,"","","",0,"","COLONIA","SAN RAFAEL","","","",6470,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","678",13,"","MJDC@HOTMAIL.COM","","Fijo",19.44265065,-99.16529727,"2010-07"
"479",6259233,"HOTEL NORTE","HOTELERA MOSQUETA SA DE CV",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","GRAL.IGNACIO ZARAGOZA","EJE VIAL","1 NORTE (MOSQUETA)","CALLE","DEGOLLADO","EJE VIAL","1 PONIENTE (GUERRERO)",155,"","","",NA,"","COLONIA","BUENAVISTA","","","",6350,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","502",7,"","H_NORTE@HOTMAIL.COM","","Fijo",19.44569592,-99.14873336,"2010-07"
"480",6259272,"HOTEL NUEVO LAREDO","NUEVO LAREDO SA DE CV",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","MEYERBEER","CALLE","BRAHMS","AVENIDA","INSURGENTES NORTE","AVENIDA","INSURGENTES NORTE",18,"","","",NA,"","COLONIA","PONIENTE VALLEJO","","","",7790,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","1735",9,"","HOTELNUEVOLAREDO@HOTMAIL.COM","","Fijo",19.46846651,-99.14036408,"2010-07"
"481",6324399,"HOTEL NUEVO TIJUANA","HOTEL NUEVO TIJUANA SA DE CV",721111,"Hoteles con otros servicios integrados","11 a 30 personas","EJE VIAL","5 SUR  GABRIEL RAMOS MILLÁN","CALLE","MIGUEL NEGRETE","CALLE","JOSÉ SIMÓN BOLÍVAR","CALLE","ROMERO",9,"","","",NA,"","COLONIA","NIÑOS HÉROES DE CHAPULTEPEC","","","",3440,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","492",2,"","HNTIJUANA@GMAIL.COM","","Fijo",19.38291591,-99.14001193,"2010-07"
"482",6313928,"HOTEL OASIS","CONSTRUCTORA E INMOBILIARIA DOGRAPE SA DE CV",721111,"Hoteles con otros servicios integrados","11 a 30 personas","EJE VIAL","8 SUR (CALZADA ERMITA IZTAPALAPA)","CALLE","POPOCATÉPETL","CALLE","CONAMUP","PEATONAL","8 SUR (CALZADA ERMITA IZTAPALAPA)",3887,"","","",0,"","COLONIA","SANTA MARTHA ACATITLA","","","",9510,9,"CIUDAD DE MÉXICO",7,"Iztapalapa",1,"Iztapalapa","1138",19,"","HOTEL_OASIS@HOTMAIL.COM","","Fijo",19.35986486,-98.99953067,"2010-07"
"483",9314930,"HOTEL OBELISK","PROMOTORA INMOBILIARIA OBELISK SC",721111,"Hoteles con otros servicios integrados","6 a 10 personas","CALLE","JULIO VERNE","CALLE","LUIS GONZAGA URBINA","AVENIDA","CAMPOS ELISEOS","CALLE","ANATOLE FRANCE",30,"","","",NA,"","COLONIA","POLANCO","","","",11550,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","075A",4,"","OPERACIONES@HOTELOBELISK.COM","","Fijo",19.42810787,-99.19731807,"2020-11"
"484",6306639,"HOTEL OLIMPO","HOTELERA OLIMPO SA DE CV",721111,"Hoteles con otros servicios integrados","31 a 50 personas","AVENIDA","3 NORTE (NOÉ)","CALLE","OTILIA","CALLE","MARTHA","CALLE","SAMUEL",90,"","","",90,"","COLONIA","GUADALUPE TEPEYAC","","","",7840,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","181A",22,"","CONTACTO@HOLIMPO.MX","","Fijo",19.46649031,-99.1193456,"2010-07"
"485",9276446,"HOTEL ONE","OPERADORA HOTELERA LA RAZA SA DE CV",721111,"Hoteles con otros servicios integrados","0 a 5 personas","CALLE","Geranio","CALLE","Sándalo","CALLE","Tilos","OTRO (ESPECIFIQUE)","Ninguno",3,"","","",0,"","COLONIA","SANTA MARIA INSURGENTES","","","",6430,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","57",18,"","","WWW.ONEHOTELS.COM","Fijo",19.46295807,-99.14864597,"2020-11"
"486",6232513,"HOTEL ONE ALAMEDA","ADMINISTRACIONES CEDRO SA DE CV",721111,"Hoteles con otros servicios integrados","31 a 50 personas","AVENIDA","JUÁREZ","CALLE","HUMBOLDT","AVENIDA","BALDERAS","CALLE","ARTÍCULO 123",88,"","","",0,"","COLONIA","CENTRO","","","",6040,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","733",7,"","CONTRALOR1XALA@POSADAS.COM","WWW.ONEHOTELES.COM","Fijo",19.43502911,-99.14776199,"2010-07"
"487",6801506,"HOTEL ONE PATRIOTISMO","FIDEICOMISO F 1596 S DE RL DE CV",721111,"Hoteles con otros servicios integrados","11 a 30 personas","AVENIDA","INTERIOR (AVENIDA PATRIOTISMO)","CALLE","PUENTE DE LA MORENA","CALLE","11 DE ABRIL","VIADUCTO","RÍO BECERRA",229,"","","",0,"","COLONIA","SAN PEDRO DE LOS PINOS","","","",3800,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","187",26,"","","WWW.FIBRAHOTEL.COM","Fijo",19.39599099,-99.18103554,"2017-11"
"488",6813857,"HOTEL ONE PERIFERICO SUR","FIDEICOMISO F 1596 S DE RL DE CV",721111,"Hoteles con otros servicios integrados","11 a 30 personas","PERIFERICO","GRAN SUR","BOULEVARD","ADOLFO RUÍZ CORTINES  ANILLO PERIFÉRICO","OTRO (ESPECIFIQUE)","NINGUNO","OTRO (ESPECIFIQUE)","NINGUNO",5530,"","","",0,"","COLONIA","EL PEDREGAL","","","",4700,9,"CIUDAD DE MÉXICO",3,"Coyoacán",1,"Coyoacán","1641",40,"","","WWW.FIBRAHOTEL.COM","Fijo",19.30213321,-99.16562775,"2017-11"
"489",6259129,"HOTEL ORENSE","",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","LUCAS ALAMAN","CALLE","PRIMERA CERRADA CHIMALPOPOCA","EJE VIAL","CENTRAL (LAZARO CARDENAS)","CALLE","CHIMALPOPOCA",12,"","","",NA,"","COLONIA","OBRERA","","","",6820,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1040",8,"","","","Fijo",19.42145397,-99.14226745,"2010-07"
"490",6325346,"HOTEL ORIENTE","HOTELERA ORIENTE SA DE CV",721112,"Hoteles sin otros servicios integrados","0 a 5 personas","CALLE","10","CALLE","9","CALLE","7","CALLE","12",4307,"","","",NA,"","COLONIA","AGUILERA","","","",2900,9,"CIUDAD DE MÉXICO",2,"Azcapotzalco",1,"Azcapotzalco","557",6,"","","","Fijo",19.47234549,-99.15632049,"2010-07"
"491",6325412,"HOTEL ORION","PROMOTORA INMOBILIARIA REMINGSTON SA DE CV",721111,"Hoteles con otros servicios integrados","11 a 30 personas","AVENIDA","GENERAL FRANCISCO MORAZÁN","CALLE","39","CALLE","41","AVENIDA","GENERAL FRANCISCO MORAZÁN",180,"","","",0,"","COLONIA","IGNACIO ZARAGOZA","","","",15000,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","1223",10,"","DESPACHO@CONTADORESLUYANDO.COM","","Fijo",19.41270909,-99.09033074,"2010-07"
"492",6304278,"HOTEL OSLO","BUMO DE MEXICO SA DE CV",721111,"Hoteles con otros servicios integrados","31 a 50 personas","EJE VIAL","CENTRAL (LAZARO CARDENAS)","CALLE","DOCTOR IGNACIO BARAJAS LOZANO","VIADUCTO","PRESIDENTE MIGUEL ALEMÁN","CALLE","DOCTOR ROBERTO SOLÍS QUIROGA",337,"","","",NA,"","COLONIA","BUENOS AIRES","","","",6780,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1483",23,"","FACTURACION@HOTELOSLO.COM.MX","","Fijo",19.4041936,-99.14501263,"2010-07"
"493",6305075,"HOTEL OXFORD","BROCKMAN SA DE CV",721111,"Hoteles con otros servicios integrados","6 a 10 personas","CALLE","IGNACIO MARISCAL","CALLE","RAMOS ARISPE","CALLE","JOSÉ DE EMPARAM","AVENIDA","PUENTE DE ALVARADO",67,"","","",0,"","COLONIA","COLONIA TABACALERA","","","",6030,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","714",8,"","HOTEL.OXFORD@GMAIL.COM","","Fijo",19.43752395,-99.15235887,"2010-07"
"494",6304547,"HOTEL PALACE","HOTELERA INTERNACIONAL SA",721111,"Hoteles con otros servicios integrados","51 a 100 personas","CALLE","IGNACIO RAMÍREZ","CALLE","PRIVADA VALLARTA","CALLE","AVENIDA DE LA REPÚBLICA","CALLE","VALLARTA",7,"","","",0,"","COLONIA","TABACALERA","","","",6030,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","070A",3,"","ARTUROESMA59@HOTMAIL.COM","","Fijo",19.43511794,-99.15452078,"2010-07"
"495",6325367,"HOTEL PALO ALTO","",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CARRETERA","FEDERAL MEXICO-TOLUCA","CALLE","TIRO AL PICHON","CALLE","MOLINO BEZARES","CALLE","LOMITA",1777,"KM 14","","",NA,"","COLONIA","LOMAS DE BEZARES","","","",11910,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","1300",29,"","OSCAR014@PRODIGY.NET.MX","","Fijo",19.3873791,-99.24471451,"2010-07"
"496",6305054,"HOTEL PANORAMA","HOTEL PANORAMA SA DE CV",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","PLATINO","CALLE","PEÑOLES","CALZADA","CALZADA DE GUADALUPE","CALLE","PLOMO",20,"","","",NA,"","CIUDAD","VALLE GOMEZ","","","",6240,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","127",5,"","","","Fijo",19.45754377,-99.12727393,"2010-07"
"497",6257038,"HOTEL PANUCO","HOTEL PANUCO SA DE CV",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","AYUNTAMIENTO","CALLE","ENRICO MARTÍNEZ","AVENIDA","BALDERAS","CALLE","ENRICO MARTÍNEZ",148,"","","",0,"","COLONIA","CENTRO","","","",6040,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","860",9,"","HOTEL.PANUCO@YAHOO.COM.MX","","Fijo",19.43143942,-99.14973845,"2010-07"
"498",6324389,"HOTEL PARADOR REAL","PARADOR REAL SA DE CV",721111,"Hoteles con otros servicios integrados","6 a 10 personas","CALZADA","CALZADA DE TLALPAN","CALLE","SANTA CRUZ","AVENIDA","VÍCTOR HUGO","CALLE","ANTILLAS",1289,"","","",0,"","COLONIA","PORTALES","","","",3570,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","789",16,"","PARADORREAL@PRODIGY.NET.MX","WWW.PARADORREAL.COM.MX","Fijo",19.37009488,-99.14183646,"2010-07"
"499",6315599,"HOTEL PARAISIO DEL SUR","PROMOCIONES TURISTICAS NACIONALES SA DE CV",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","CHIMALCOYOTL","CALLE","BARRANCA CHIMALCOYOTL","CALLE","INSURGENTES SUR","CIRCUNVALACION","OTOMÍES",5109,"","","",NA,"","COLONIA","CHIMALCOYOTL","","","",14630,9,"CIUDAD DE MÉXICO",12,"Tlalpan",1,"Tlalpan","1123",5,"","","","Fijo",19.27610102,-99.16734401,"2010-07"
"500",6325233,"HOTEL PARAISO","",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","IGNACIO MARISCAL","CALLE","RAMOS ARISPE","CALLE","PONCIANO ARRIAGA","AVENIDA","PUENTE DE ALVARADO",99,"","","",NA,"","COLONIA","TABACALERA","","","",6030,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","714",18,"","PEPELOIS@YAHOO.COM.MX","","Fijo",19.43768,-99.15288746,"2010-07"
"501",6314458,"HOTEL PARAISO RADISSON","PARAISO PERISUR SA DE CV",721111,"Hoteles con otros servicios integrados","251 y más personas","CALLE","LA CUSPIDE","CALLE","ZACATÉPETL","CALLE","CAUCE","CALLE","ALBORADA",53,"","","",NA,"","COLONIA","PARQUES DEL PEDREGAL","","","",14010,9,"CIUDAD DE MÉXICO",12,"Tlalpan",1,"Tlalpan","74",15,"","GACONTA@RADISSON.COM.MX","WWW.RADISSON.COM.MX","Fijo",19.30204352,-99.19008655,"2010-07"
"502",6419755,"HOTEL PARK NILO","OPERADORA GARCIA LOURDES SA DE CV",721111,"Hoteles con otros servicios integrados","6 a 10 personas","CALLE","RÍO NILO","CALLE","RÍO LERMA","AVENIDA","PASEO DE LA REFORMA","CALLE","3 PONIENTE (RÍO MISSISSIPI)",80,"","","",NA,"","COLONIA","CUAUHTEMOC","","","",6500,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","930",5,"","OLMEDO_PARKNILO@HOTMAIL.COM","","Fijo",19.42715954,-99.17108616,"2010-07"
"503",6325001,"HOTEL PARK VILLA","HOTEL PARK VILLA SA DE CV",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","GENERAL GÓMEZ PEDRAZA","CALLE","GENERAL JUAN CANO","CALLE","GOBERNADOR TIBURCIO MONTIEL","AVENIDA","CONSTITUYENTES",68,"","","",0,"","COLONIA","SAN MIGUEL CHAPULTEPEC","","","68",11850,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","891",12,"","CONTABILIDAD@THEGREENPARKHOTEL.COM.MX","","Fijo",19.41452459,-99.18465313,"2010-07"
"504",6325423,"HOTEL PARQUE","",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","AVENIDA","JOSE MARIA IZAZAGA","CALLE","CORREO MAYOR","AVENIDA","JOSE MARIA PINO SUAREZ","CALLE","SAN JERÓNIMO",156,"","","",NA,"","COLONIA","CENTRO (ÁREA 9)","","","",6090,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","907",19,"","","","Fijo",19.42585801,-99.13144009,"2010-07"
"505",9284161,"HOTEL PARQUE MEXICO","BLOODY BLUES SA DE CV",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","AVENIDA","NUEVO LEON","AVENIDA","MICHOACAN","CALLE","OZULUAMA","AVENIDA","AMSTERDAM",100,"","","",NA,"","COLONIA","HIPODROMO","","","",6100,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1197",12,"5530052627","RGOMEZ@BLOODYBLUES.COM","WWW.BLOODYBLUESHOTEL.COM","Fijo",19.4112823,-99.1722936,"2020-11"
"506",9302757,"HOTEL PARQUE MEXICO","BAR ISAAK HOSPEDAJE",721111,"Hoteles con otros servicios integrados","0 a 5 personas","AVENIDA","México","CALLE","Iztaccíhuatl","CALLE","Chilpancingo","AVENIDA","Amsterdam",113,"","","",0,"","COLONIA","HIPODROMO","","","",6100,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1341",19,"","","","Fijo",19.41027144,-99.1700245,"2020-11"
"507",6315448,"HOTEL PARQUE VIA","HOTELERA MEXICANA DE TACUBA SA SA",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","LAGO GASCASÓNICA","AVENIDA","AZCAPOTZALCO","CALLE","LAGO ATHABASCA","CALLE","LAGO GASCASÓNICA",15,"","","",0,"","COLONIA","TACUBA","","","",11410,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","54",17,"","HOTEL_PARQUE_VIA@HOTMAIL.COM","","Fijo",19.4611217,-99.18987551,"2010-07"
